省份,科类,分数,百分位,位次,稳妥层次,分段数据源,有投档索引,冲刺院校,稳妥院校,保底院校,冲刺专业,稳妥专业,保底专业,问题数
广东,物理类,587,96.63,12926,211,model,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,1
广东,物理类,600,97.6,9214,211,model,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,1
广东,物理类,603,97.78,8516,211,model,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,1
广东,物理类,619,98.53,5647,985,model,False,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,,1
广东,物理类,628,98.82,4534,985,model,False,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,,1
广东,物理类,653,99.31,2632,985,model,False,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,,1
广东,物理类,678,99.56,1659,C9,model,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,1
广东,物理类,697,99.69,1162,C9,model,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,1
广东,物理类,703,99.73,1024,C9,model,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,1
广东,物理类,728,99.88,483,C9,model,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,1
广东,物理类,750,100.0,21,C9,model,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,1
广东,历史类,378,0.82,169545,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
广东,历史类,403,3.77,164642,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
广东,历史类,428,9.76,154673,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
广东,历史类,453,20.19,137188,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
广东,历史类,478,35.25,111736,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
广东,历史类,503,53.7,80384,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
广东,历史类,528,72.42,48337,二本,model,False,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
广东,历史类,553,88.27,20998,一本,model,False,,,,护理学 | 电子商务 | 康复治疗学 | 市场营销,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保密管理 | 保险学 | 公安管理学,0
广东,历史类,578,95.19,8440,双一流,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,法学 | 保密管理 | 保险学 | 公安管理学,1
广东,历史类,587,96.19,6692,211,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,1
广东,历史类,600,97.31,4730,211,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,1
广东,历史类,603,97.52,4360,211,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,1
广东,历史类,619,98.38,2842,211,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,1
广东,历史类,628,98.71,2257,985,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,,1
广东,历史类,653,99.28,1271,985,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,,1
广东,历史类,678,99.55,787,C9,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,1
广东,历史类,697,99.69,549,C9,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,1
广东,历史类,703,99.72,483,C9,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,1
广东,历史类,728,99.87,230,C9,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,1
广东,历史类,750,100.0,10,C9,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,1
广西,物理类,314,0.32,260440,专科,eol.cn,True,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
广西,物理类,339,8.94,238137,专科,eol.cn,True,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
广西,物理类,364,19.1,211794,专科,eol.cn,True,三亚学院 | 三江学院 | 上海中侨职业技术大学,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
广西,物理类,389,30.05,183318,专科,eol.cn,True,上海财经大学浙江学院 | 中国矿业大学徐海学院 | 兰州信息科技学院,三峡大学科技学院 | 东南大学成贤学院 | 中国计量大学现代科技学院,三亚学院 | 三江学院 | 上海中侨职业技术大学 | 上海外国语大学贤达经济人文学院 | 上海师范大学天华学院,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
广西,物理类,414,41.42,153772,专科,eol.cn,True,兰州城市学院 | 内蒙古医科大学 | 北方民族大学,昆明理工大学 | 上海立达学院 | 上海财经大学浙江学院,三峡大学科技学院 | 东南大学成贤学院 | 中国矿业大学徐海学院 | 保定理工学院 | 兰州信息科技学院,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
广西,物理类,439,52.44,125006,专科,eol.cn,True,盐城工学院 | 上饶师范学院 | 东北石油大学,三明学院 | 保定学院 | 保山学院,昆明理工大学 | 上海立达学院 | 中南林业科技大学涉外学院 | 伊犁师范大学 | 佳木斯大学,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
广西,物理类,464,62.49,98694,专科,eol.cn,True,洛阳理工学院 | 中华女子学院 | 中国劳动关系学院,重庆文理学院 | 中原工学院 | 丽水学院,盐城工学院 | 三明学院 | 上饶师范学院 | 东北石油大学 | 保定学院,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
广西,物理类,489,71.56,74972,二本,eol.cn,True,山东师范大学 | 成都工业学院 | 上海工程技术大学,新疆大学 | 上海第二工业大学 | 山东理工大学,洛阳理工学院 | 重庆文理学院 | 中华女子学院 | 中原工学院 | 临沂大学,口腔医学技术 | 遥感科学与技术 | 中医康复学 | 宝石及材料工艺学,护理学 | 康复治疗学 | 土木工程 | 临床药学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
广西,物理类,514,79.51,54179,二本,eol.cn,True,安徽建筑大学 | 西安邮电大学 | 上海中医药大学,云南大学 | 长春理工大学 | 成都工业学院,山东师范大学 | 新疆大学 | 上海第二工业大学 | 河南工业大学 | 湖北经济学院,口腔医学技术 | 遥感科学与技术 | 中医康复学 | 宝石及材料工艺学,护理学 | 康复治疗学 | 土木工程 | 临床药学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
广西,物理类,539,86.35,36196,一本,eol.cn,True,合肥工业大学 | 郑州大学 | 南京工业大学,福建师范大学 | 首都经济贸易大学 | 三峡大学,云南大学 | 安徽建筑大学 | 西安邮电大学 | 上海中医药大学 | 上海体育大学,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
广西,物理类,564,91.89,21634,一本,eol.cn,True,吉林大学 | 中国农业大学 | 苏州大学,武汉大学 | 上海理工大学 | 北京林业大学,合肥工业大学 | 郑州大学 | 宁波大学 | 浙江工业大学 | 福建师范大学,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
广西,物理类,587,95.66,11664,双一流,eol.cn,True,西安交通大学 | 山东大学 | 湖南大学,中国农业大学 | 东北大学 | 苏州大学,武汉大学 | 吉林大学 | 中国海洋大学 | 上海理工大学 | 北京林业大学,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
广西,物理类,589,95.94,10948,双一流,eol.cn,True,西安交通大学 | 湖南大学 | 深圳大学,山东大学 | 东北大学 | 兰州大学,武汉大学 | 吉林大学 | 中国农业大学 | 苏州大学 | 中国海洋大学,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
广西,物理类,600,97.2,7574,211,eol.cn,True,华南理工大学 | 南京航空航天大学 | 北京交通大学,西安交通大学 | 山东大学 | 湖南大学,吉林大学 | 中国农业大学 | 东北大学 | 苏州大学 | 兰州大学,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,0
广西,物理类,614,98.42,4327,211,eol.cn,True,同济大学 | 中山大学 | 华中科技大学,华南理工大学 | 华东师范大学 | 深圳大学,西安交通大学 | 山东大学 | 湖南大学 | 东北大学 | 华东理工大学,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,0
广西,物理类,619,98.72,3492,985,eol.cn,True,同济大学 | 中山大学 | 电子科技大学,华中科技大学 | 天津大学 | 华南理工大学,西安交通大学 | 山东大学 | 湖南大学 | 深圳大学 | 北京科技大学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,,0
广西,物理类,639,99.56,1228,C9,eol.cn,True,复旦大学 | 南京大学 | 四川大学,同济大学 | 中山大学 | 东南大学,华中科技大学 | 天津大学 | 华南理工大学 | 大连理工大学 | 华东师范大学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
广西,物理类,664,99.93,188,C9,eol.cn,True,北京大学 | 清华大学,复旦大学 | 上海交通大学 | 浙江大学,南京大学 | 四川大学 | 东南大学 | 中南大学 | 西北工业大学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
广西,物理类,689,99.99,29,C9,eol.cn,True,,,北京大学 | 清华大学 | 上海交通大学 | 浙江大学 | 上海交通大学医学院,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
广西,物理类,697,99.99,28,C9,eol.cn,True,,,北京大学 | 清华大学 | 上海交通大学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
广西,物理类,714,99.99,24,C9,eol.cn,True,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
广西,物理类,739,99.99,18,C9,eol.cn,True,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
广西,物理类,750,99.99,15,C9,eol.cn,True,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
广西,历史类,314,0.44,119161,专科,eol.cn,True,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
广西,历史类,339,12.16,105272,专科,eol.cn,True,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
广西,历史类,364,25.5,89424,专科,eol.cn,True,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
广西,历史类,389,38.84,73498,专科,eol.cn,True,三江学院 | 上海建桥学院 | 东莞城市学院,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
